0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Medusa"		 1000	   100		  3		  9000		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
4           20     0          0          1       1      1        1
4           22     0          0          1       1      1        1
5           9      0          0          1       1      1        1
5           11     0          0          1       1      1        1
5           13     0          0          1       1      1        1
5           18     0          0          1       1      1        1
0           26     0          3          1       1      1        1
0           27     0          3          1       1      1        1
0           28     0          3          1       1      1        1
2           16     0          3          1       1      1        1
2           17     0          3          1       1      1        1
4           23     0          3          1       1      1        1
5           30     0          3          0       1      1        1
5           31     0          3          0       1      1        1
5           32     0          3          0       1      1        1
6           17     0          3          1       1      1        1
6           18     0          3          1       1      1        1
6           19     0          3          1       1      1        1
6           20     0          3          1       1      1        1
7           45     0          3          0       1      1        1
7           46     0          3          0       1      1        1
7           49     0          3          0       1      1        1
7           50     0          3          0       1      1        1
7           51     0          3          0       1      1        1
7           52     0          3          0       1      1        1
8           45     0          3          0       1      1        1
8           46     0          3          0       1      1        1
8           47     0          3          0       1      1        1
8           48     0          3          0       1      1        1
8           49     0          3          0       1      1        1
8           50     0          3          0       1      1        1
8           51     0          3          0       1      1        1
8           52     0          3          0       1      1        1
9           45     0          3          0       1      1        1
9           46     0          3          0       1      1        1
9           47     0          3          0       1      1        1
9           48     0          3          0       1      1        1
9           49     0          3          0       1      1        1
9           50     0          3          0       1      1        1
9           51     0          3          0       1      1        1
9           52     0          3          0       1      1        1
10          45     0          3          0       1      1        1
10          46     0          3          0       1      1        1
10          47     0          3          0       1      1        1
10          48     0          3          0       1      1        1
10          49     0          3          0       1      1        1
10          50     0          3          0       1      1        1
10          51     0          3          0       1      1        1
10          52     0          3          0       1      1        1
11          45     0          3          0       1      1        1
11          46     0          3          0       1      1        1
11          47     0          3          0       1      1        1
11          48     0          3          0       1      1        1
11          49     0          3          0       1      1        1
11          50     0          3          0       1      1        1
11          51     0          3          0       1      1        1
11          52     0          3          0       1      1        1

0           17     0          0          1       1      1        0
0           18     0          0          1       1      1        0
0           31     0          0          1       1      1        0
0           20     0          0          1       1      1        0
0           21     0          0          1       1      1        0
0           25     0          0          1       1      1        0
2           12     0          0          1       1      1        0
2           15     0          0          1       1      1        0
4           19     0          0          1       1      1        0
4           20     0          0          1       1      1        0
4           22     0          0          1       1      1        0
5           9      0          0          1       1      1        0
5           11     0          0          1       1      1        0
5           13     0          0          1       1      1        0
5           18     0          0          1       1      1        0
0           26     0          3          1       1      1        0
0           27     0          3          1       1      1        0
0           28     0          3          1       1      1        0
2           16     0          3          1       1      1        0
2           17     0          3          1       1      1        0
4           23     0          3          1       1      1        0
5           30     0          3          0       1      1        0
5           31     0          3          0       1      1        0
5           32     0          3          0       1      1        0
6           17     0          3          1       1      1        0
6           18     0          3          1       1      1        0
6           19     0          3          1       1      1        0
6           20     0          3          1       1      1        0
7           45     0          3          0       1      1        0
7           46     0          3          0       1      1        0
7           49     0          3          0       1      1        0
7           50     0          3          0       1      1        0
7           51     0          3          0       1      1        0
7           52     0          3          0       1      1        0
8           45     0          3          0       1      1        0
8           46     0          3          0       1      1        0
8           47     0          3          0       1      1        0
8           48     0          3          0       1      1        0
8           49     0          3          0       1      1        0
8           50     0          3          0       1      1        0
8           51     0          3          0       1      1        0
8           52     0          3          0       1      1        0
9           45     0          3          0       1      1        0
9           46     0          3          0       1      1        0
9           47     0          3          0       1      1        0
9           48     0          3          0       1      1        0
9           49     0          3          0       1      1        0
9           50     0          3          0       1      1        0
9           51     0          3          0       1      1        0
9           52     0          3          0       1      1        0
10          45     0          3          0       1      1        0
10          46     0          3          0       1      1        0
10          47     0          3          0       1      1        0
10          48     0          3          0       1      1        0
10          49     0          3          0       1      1        0
10          50     0          3          0       1      1        0
10          51     0          3          0       1      1        0
10          52     0          3          0       1      1        0
11          45     0          3          0       1      1        0
11          46     0          3          0       1      1        0
11          47     0          3          0       1      1        0
11          48     0          3          0       1      1        0
11          49     0          3          0       1      1        0
11          50     0          3          0       1      1        0
11          51     0          3          0       1      1        0
11          52     0          3          0       1      1        0
end
