//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1350	1350	50	2601	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bloodangel Staff (1 UN)
1360	1360	50	2604	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Posseidon Staff (1 UN)
1370	1370	50	2605	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Blazh Staff (1 UN)
1380	1380	50	2606	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Nelexto Staff (1 UN)
1390	1390	50	2607	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Artemis Staff (1 UN)
1400	1400	50	2614	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wourd Staff (1 UN)
1410	1410	50	2613	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Daw Staff (1 UN)
1420	1420	50	2612	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Zertra Staff (1 UN)
1430	1430	20	2574	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Mystery Stick (1 UN)
1440	1440	40	2576	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Stick (1 UN)
1450	1450	40	2577	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Ancient Stick (1 UN)
1460	1460	40	2578	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Demonic Stick (1 UN)
1470	1470	40	2579	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Stick (1 UN)
1480	1480	40	2580	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Eternal Wing Stick (1 UN)
1490	1490	40	2581	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Book of Samut (1 UN)
1500	1500	40	2582	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Book of Neil (1 UN)
1510	1510	40	2583	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Book of Lagle (1 UN)
1520	1520	40	2592	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Summon Spirit Stick (1 UN)
1530	1530	50	2594	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Raven Stick (1 UN)
1540	1540	50	2596	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Divine Stick of the Archangel (1 UN)
1550	1550	50	2600	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Book of Neil-J (1 UN)
1560	1560	50	2601	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bloodangel Staff (1 UN)
1570	1570	50	2603	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bloodangel Stick (1 UN)
1580	1580	50	2610	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Blessed Divine Stick of Archa (1 UN)
1590	1590	20	1024	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Mace (1 UN)
1600	1600	20	1027	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Great Hammer (1 UN)
1610	1610	40	1031	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Elemental Mace (1 UN)
1620	1620	40	1033	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Master Scepter (1 UN)
1630	1630	40	1035	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Lord Scepter (1 UN)
1640	1640	40	1036	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Great Lord Scepter (1 UN)
1650	1650	40	1037	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Divine Scepter of Archangel (1 UN)
1660	1660	40	1038	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Soleil Sceptor (1 UN)
1670	1670	40	1039	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Shining Scepter (1 UN)
1680	1680	50	1040	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Frost Mace (1 UN)
1690	1690	50	1041	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Absolute Scepter (1 UN)
1700	1700	50	1042	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Striker Scepter (1 UN)
1710	1710	50	1043	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Thunderbolt (1 UN)
1720	1720	50	1044	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Horn of Steal (1 UN)
1730	1730	50	1045	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Master Scepter-J (1 UN)
1740	1740	50	1046	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bloodangel Scepter (1 UN)
1750	1750	50	1049	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Blessed Divine Scepter of Arc (1 UN)
1760	1760	20	2050	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Elven Bow (1 UN)
1770	1770	40	2053	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Silver Bow (1 UN)
1780	1780	40	2054	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Chaos Nature Bow (1 UN)
1790	1790	40	2059	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Light Crossbow (1 UN)
1800	1800	40	2061	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bluewing Crossbow (1 UN)
1810	1810	40	2064	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Saint Crossbow (1 UN)
1820	1820	40	2065	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Celestial Bow (1 UN)
1830	1830	40	2066	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Divine Crossbow of Archangel (1 UN)
1840	1840	40	2067	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Great Reign Crossbow (1 UN)
1850	1850	40	2068	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Arrow Viper Bow (1 UN)
1860	1860	50	2069	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Sylph Wind Bow (1 UN)
1870	1870	50	2071	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Dark Stinger (1 UN)
1880	1880	50	2072	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Aileen Bowr (1 UN)
1890	1890	50	2073	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Angelic Bow (1 UN)
1900	1900	50	2074	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Devil Crossbow (1 UN)
1910	1910	50	2075	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Silver Bow-J (1 UN)
1920	1920	50	2076	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bloodangel Bow (1 UN)
1930	1930	50	2078	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Blessed Divine Crossbow of Ar (1 UN)
1960	1960	20	6144	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Elf (1 UN)
1970	1970	20	6145	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Heaven (1 UN)
1980	1980	20	6146	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Satan (1 UN)
1990	1990	20	6185	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Curse (1 UN)
2000	2000	30	6147	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Spirits (1 UN)
2010	2010	30	6148	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Soul (1 UN)
2020	2020	30	6149	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Dragon (1 UN)
2030	2030	30	6150	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Darkness (1 UN)
2040	2040	30	6186	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wind of Despair (1 UN)
2050	2050	30	6184	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Cape of Emperor (1 UN)
2060	2060	30	6193	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Cape of Fighter (1 UN)
2070	2070	40	6180	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Storm (1 UN)
2080	2080	40	6181	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Eternal (1 UN)
2090	2090	40	6182	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Illusion (1 UN)
2100	2100	40	6183	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Ruin (1 UN)
2110	2110	40	6187	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wing of Dimension (1 UN)
2120	2120	40	6194	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Cape of Overrule (1 UN)
2130	2130	50	6407	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Chaos (1 UN)
2140	2140	50	6408	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Magic (1 UN)
2150	2150	50	6409	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Life (1 UN)
2160	2160	50	6410	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Conqueror (1 UN)
2170	2170	50	6411	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Angel and Devil (1 UN)
2180	2180	50	6412	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Pure Angel (1 UN)
2190	2190	50	6413	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Mega Angel (1 UN)
2200	2200	50	6414	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Fairy Elf (1 UN)
2210	2210	50	6415	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Dark Satan (1 UN)
2220	2220	50	6416	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Phoenix (1 UN)
2230	2230	50	6417	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Night (1 UN)
2240	2240	50	6418	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Queem (1 UN)
2250	2250	50	6419	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Dragon Eye (1 UN)
2260	2260	50	6420	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Dark Storm (1 UN)
2270	2270	50	6421	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Eagle (1 UN)
2280	2280	50	6422	15	0	1	0	63	0	0	0	255	255	255	255	255	255	0	// Wings of Pegasus (1 UN)
2290	2290	10	150	15	0	1	7	63	0	0	0	255	255	255	255	255	255	2592000	// Innovation Sword (30 Days)
2300	2300	10	149	15	0	1	7	63	0	0	0	255	255	255	255	255	255	2592000	// Blitz Sword (30 Days)
2370	2370	1	6660	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Dark Horse (1 UN)
2380	2380	1	6661	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Dark Raven (1 UN)
2390	2390	1	6663	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Contract (Summon) (1 UN)
2400	2400	1	6659	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Horn of Dinorant (1 UN)
2410	2410	1	6658	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Horn of Uniria (1 UN)
2420	2420	1	6693	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Horn of Fenrir (1 UN)
2430	2430	1	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Demon (1 UN)
2440	2440	1	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Spirit of Guardian (1 UN)
2450	2450	40	3085	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Shield (1 UN)
2580	2580	40	3086	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Shield (1 UN)
2590	2590	40	3088	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Elemental Shield (1 UN)
2600	2600	45	3087	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Shield (1 UN)
2610	2610	45	3089	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Crimson Glory (1 UN)
2620	2620	45	3090	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Salamander Shield (1 UN)
2630	2630	45	3091	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Frost Barrier (1 UN)
2640	2640	45	3092	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Shield (1 UN)
2650	2650	45	3093	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Cross Shield (1 UN)
2660	2660	45	3094	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Lazy Wind Shield (1 UN)
2670	2670	45	3095	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Lord Shield (1 UN)
2680	2680	45	3096	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Devil Shield (1 UN)
2690	2690	45	3097	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Magic Knight Shield (1 UN)
2700	2700	45	3098	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ambition Shield (1 UN)
2710	2710	50	3099	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Shield-J (1 UN)
2720	2720	50	3100	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Serpent Shield-J (1 UN)
2730	2730	50	3101	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Prometheus Shield (1 UN)
2740	2740	50	3102	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Esparta Shield (1 UN)
2750	2750	50	3103	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Posseidon Shield (1 UN)
2760	2760	50	3105	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Imperio Shield (1 UN)
2770	2770	50	3172	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Flag Shield  (1 UN)
2780	2780	50	3173	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Lord Steel Shield (1 UN)
2790	2790	50	3174	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ice Shield (1 UN)
2800	2800	50	3175	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Green Shield (1 UN)
2810	2810	50	3178	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Nocturne Shield (1 UN)
2820	2820	50	3179	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Imperial God Shield (1 UN)
2830	2830	40	6664	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Ice (1 UN)
2840	2840	40	6665	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Poison (1 UN)
2850	2850	40	6668	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Lighting (1 UN)
2860	2860	40	6669	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Fire (1 UN)
2870	2870	40	6676	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wizards Ring (1 UN)
2880	2880	40	6677	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Fire (1 UN)
2890	2890	40	6678	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Earth (1 UN)
2900	2900	40	6679	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Wind (1 UN)
2910	2910	40	6680	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Ring of Magic (1 UN)
2920	2920	40	6681	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Ice (1 UN)
2930	2930	40	6682	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Wind (1 UN)
2940	2940	40	6683	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Water (1 UN)
2950	2950	40	6684	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Pendant of Ability (1 UN)
2960	2960	50	6346	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Lorencia Knights' Iron Shield (1 UN)
2970	2970	50	6347	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Iron Shield of the Magic (1 UN)
10000	10000	4	3613	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Helm (1 UN)
10001	10001	4	4125	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Armor (1 UN)
10002	10002	4	4637	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Pants (1 UN)
10003	10003	4	5149	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Gloves (1 UN)
10004	10004	4	5661	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Boots (1 UN)
10005	10005	4	3614	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Helm (1 UN)
10006	10006	4	4126	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Armor (1 UN)
10007	10007	4	4638	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Pants (1 UN)
10008	10008	4	5150	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Gloves (1 UN)
10009	10009	4	5662	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Boots (1 UN)
10010	10010	4	3640	15	0	1	7	31	0	0	0	255	255	255	255	255	255	0	// Sticky Helm (0 UN)
10011	10011	4	4152	15	0	1	7	31	0	0	0	255	255	255	255	255	255	0	// Sticky Armor (0 UN)
10012	10012	4	4664	15	0	1	7	31	0	0	0	255	255	255	255	255	255	0	// Sticky Pants (0 UN)
10013	10013	4	5176	15	0	1	7	31	0	0	0	255	255	255	255	255	255	0	// Sticky Gloves (0 UN)
10014	10014	4	5688	15	0	1	7	31	0	0	0	255	255	255	255	255	255	0	// Sticky Boots (0 UN)
10015	10015	4	4153	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hell Night Armor (0 UN)
10016	10016	4	4665	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hell Night Pants (0 UN)
10017	10017	4	5177	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hell Night Gloves (0 UN)
10018	10018	4	5689	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hell Night Boots (0 UN)
10019	10019	4	3617	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Mask (0 UN)
10020	10020	4	4129	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Armor (0 UN)
10021	10021	4	4641	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Pants (0 UN)
10022	10022	4	5153	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Gloves (0 UN)
10023	10023	4	5665	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Boots (0 UN)
10024	10024	4	3657	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Helmet (1 UN)
10025	10025	4	4169	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Armor (1 UN)
10026	10026	4	4681	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Pants (1 UN)
10027	10027	4	5265	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Gloves (1 UN)
10028	10028	4	5705	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Phoenix Soul Boots (1 UN)
10029	10029	4	3761	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Kilin Helm (1 UN)
10030	10030	4	4273	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Kilin Armor (1 UN)
10031	10031	4	4785	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Kilin Pants (1 UN)
10032	10032	4	5297	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Kilin Gloves (1 UN)
10033	10033	4	5799	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Primaria Boots (1 UN)
10034	10034	4	3760	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Weutiro Helm (1 UN)
10035	10035	4	4272	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Weutiro Armor (1 UN)
10036	10036	4	4784	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Weutiro Pants (1 UN)
10037	10037	4	5296	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Weutiro Gloves (1 UN)
10038	10038	4	5808	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Weutiro Boots (1 UN)
10039	10039	4	3759	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Heteria Helm (1 UN)
10040	10040	4	4271	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Heteria Armor (1 UN)
10041	10041	4	4783	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Heteria Pants (1 UN)
10042	10042	4	5295	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Heteria Gloves (1 UN)
10043	10043	4	5807	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Heteria Boots (1 UN)
10044	10044	4	3758	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Deoita Helm (1 UN)
10045	10045	4	4270	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Deoita Armor (1 UN)
10046	10046	4	4782	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Deoita Pants (1 UN)
10047	10047	4	5294	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Deoita Gloves (1 UN)
10048	10048	4	5796	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wart Boots (1 UN)
10049	10049	4	5806	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Deoita Boots (1 UN)
10050	10050	4	3757	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Uiague Helm (1 UN)
10051	10051	4	4269	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Uiague Armor (1 UN)
10052	10052	4	4781	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Uiague Pants (1 UN)
10053	10053	4	5293	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Uiague Gloves (1 UN)
10054	10054	4	5805	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Uiague Boots (1 UN)
10055	10055	4	3756	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Team Helm (1 UN)
10056	10056	4	4268	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Team Armor (1 UN)
10057	10057	4	4780	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Team Pants (1 UN)
10058	10058	4	5292	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Team Gloves (1 UN)
10059	10059	4	5804	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Team Boots (1 UN)
10060	10060	4	3755	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bornet Helm (1 UN)
10061	10061	4	4267	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bornet Armor (1 UN)
10062	10062	4	4779	15	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bornet Pants (1 UN)
