//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
34	152	152	1	508	40	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Summon Spirit Stick
34	153	153	1	508	50	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Raven Stick
34	154	154	1	508	50	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Divine Stick of the Archangel
34	155	155	1	508	50	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Book of Neil-J
34	156	156	1	508	50	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Bloodangel Staff
34	157	157	1	508	50	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Bloodangel Stick
34	158	158	1	508	50	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Blessed Divine Stick of Archa
35	159	159	1	508	20	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Mace
35	160	160	1	508	20	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Great Hammer
35	161	161	1	508	40	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Elemental Mace
35	162	162	1	508	40	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Master Scepter
35	163	163	1	508	40	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Lord Scepter
35	164	164	1	508	40	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Great Lord Scepter
35	165	165	1	508	40	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Divine Scepter of Archangel
35	166	166	1	508	40	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Soleil Sceptor
35	167	167	1	508	40	0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// Shining Scepter
35	168	168	1	508	50	0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// Frost Mace
35	169	169	1	508	50	0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Absolute Scepter
35	170	170	1	508	50	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// Striker Scepter
35	171	171	1	508	50	0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// Thunderbolt
35	172	172	1	508	50	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Horn of Steal
35	173	173	1	508	50	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Master Scepter-J
35	174	174	1	508	50	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Bloodangel Scepter
35	175	175	1	508	50	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Blessed Divine Scepter of Arc
36	196	196	1	508	20	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Wings of Elf
36	197	197	1	508	20	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Wings of Heaven
36	198	198	1	508	20	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Wings of Satan
36	199	199	1	508	20	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Wing of Curse
36	200	200	1	508	30	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Wings of Spirits
36	201	201	1	508	30	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Wings of Soul
36	202	202	1	508	30	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Wings of Dragon
36	203	203	1	508	30	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Wings of Darkness
36	204	204	1	508	30	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Wind of Despair
36	205	205	1	508	30	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Cape of Emperor
36	206	206	1	508	30	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Cape of Fighter
36	207	207	1	508	40	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Wing of Storm
36	208	208	1	508	40	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Wing of Eternal
36	209	209	1	508	40	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Wing of Illusion
36	210	210	1	508	40	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Wing of Ruin
36	211	211	1	508	40	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Wing of Dimension
36	212	212	1	508	40	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Cape of Overrule
36	213	213	1	508	50	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Wings of Chaos
36	214	214	1	508	50	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Wings of Magic
36	215	215	1	508	50	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Wings of Life
36	216	216	1	508	50	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Wings of Conqueror
36	217	217	1	508	50	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Wings of Angel and Devil
36	218	218	1	508	50	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Wings of Pure Angel
36	219	219	1	508	50	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Wings of Mega Angel
36	220	220	1	508	50	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Wings of Fairy Elf
36	221	221	1	508	50	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Wings of Dark Satan
36	222	222	1	508	50	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Wings of Phoenix
36	223	223	1	508	50	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Wings of Night
36	224	224	1	508	50	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Wings of Queem
36	225	225	1	508	50	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Wings of Dragon Eye
36	226	226	1	508	50	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Wings of Dark Storm
36	227	227	1	508	50	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Wings of Eagle
36	228	228	1	508	50	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Wings of Pegasus
37	176	176	1	508	20	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Elven Bow
37	177	177	1	508	40	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Silver Bow
37	178	178	1	508	40	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Chaos Nature Bow
37	179	179	1	508	40	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Light Crossbow
37	180	180	1	508	40	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Bluewing Crossbow
37	181	181	1	508	40	0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Saint Crossbow
37	182	182	1	508	40	0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Celestial Bow
37	183	183	1	508	40	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Divine Crossbow of Archangel
37	184	184	1	508	40	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Great Reign Crossbow
37	185	185	1	508	40	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Arrow Viper Bow
37	186	186	1	508	50	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Sylph Wind Bow
37	187	187	1	508	50	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Dark Stinger
37	188	188	1	508	50	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Aileen Bowr
37	189	189	1	508	50	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Angelic Bow
37	190	190	1	508	50	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Devil Crossbow
37	191	191	1	508	50	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Silver Bow-J
37	192	192	1	508	50	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Bloodangel Bow
37	193	193	1	508	50	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Blessed Divine Crossbow of Ar
38	237	237	1	0	1	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Dark Horse
38	238	238	1	0	1	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Dark Raven
38	239	239	1	0	1	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Contract (Summon)
38	240	240	1	0	1	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Horn of Dinorant
38	241	241	1	0	1	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Horn of Uniria
38	242	242	1	0	1	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Horn of Fenrir
38	243	243	1	0	1	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Demon
38	244	244	1	0	1	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Spirit of Guardian
38	283	283	1	508	40	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Ring of Ice
38	284	284	1	508	40	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Ring of Poison
38	285	285	1	508	40	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Pendant of Lighting
38	286	286	1	508	40	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Pendant of Fire
38	287	287	1	508	40	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Wizards Ring
38	288	288	1	508	40	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Ring of Fire
38	289	289	1	508	40	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Ring of Earth
38	290	290	1	508	40	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Ring of Wind
38	291	291	1	508	40	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Ring of Magic
38	292	292	1	508	40	0	2920	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	// Pendant of Ice
38	293	293	1	508	40	0	2930	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	0	0	0	0	0	// Pendant of Wind
38	294	294	1	508	40	0	2940	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	// Pendant of Water
38	295	295	1	508	40	0	2950	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	0	0	0	// Pendant of Ability
38	296	296	1	508	50	0	2960	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	// Lorencia Knights' Iron Shield
38	297	297	1	508	50	0	2970	0	0	0	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	0	// Iron Shield of the Magic
39	245	245	1	508	40	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Dragon Shield
39	258	258	1	508	40	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Legendary Shield
39	259	259	1	508	40	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Elemental Shield
39	260	260	1	508	45	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Grand Soul Shield
39	261	261	1	508	45	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Crimson Glory
39	262	262	1	508	45	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Salamander Shield
39	263	263	1	508	45	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Frost Barrier
39	264	264	1	508	45	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Guardian Shield
39	265	265	1	508	45	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Cross Shield
39	266	266	1	508	45	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Lazy Wind Shield
39	267	267	1	508	45	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Light Lord Shield
39	268	268	1	508	45	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Dark Devil Shield
39	269	269	1	508	45	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Magic Knight Shield
39	270	270	1	508	45	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Ambition Shield
39	271	271	1	508	50	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Legendary Shield-J
39	272	272	1	508	50	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Serpent Shield-J
39	273	273	1	508	50	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Prometheus Shield
39	274	274	1	508	50	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Esparta Shield
39	275	275	1	508	50	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Posseidon Shield
39	276	276	1	508	50	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Imperio Shield
39	277	277	1	508	50	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Flag Shield 
39	278	278	1	508	50	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Lord Steel Shield
39	279	279	1	508	50	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Ice Shield
39	280	280	1	508	50	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Green Shield
39	281	281	1	508	50	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Nocturne Shield
39	282	282	1	508	50	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Imperial God Shield
41	229	229	1	508	10	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Innovation Sword(30 dias)
41	230	230	1	508	10	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Blitz Sword (30 dias)
end
